"pos","lat","lon","alt","time","speed","bearing","acc","heartRate","cadence","temperature","strides","speed_sensor","custom_coords"
"796","64.843454","-163.711235","48","2022-07-07T10:16:39.246+0900","0.41","179","3.91","","","","","",""
"797","64.843414","-163.711201","48","2022-07-07T10:16:48.523+0900","0.55","148","4.11","","","","","",""
"798","64.843371","-163.711208","48","2022-07-07T10:16:57.544+0900","0.41","213","4.10","","","","","",""
"799","64.843322","-163.711197","49","2022-07-07T10:17:07.000+0900","0.41","156","4.22","","","","","",""
"800","64.843298","-163.711164","49","2022-07-07T10:17:17.726+0900","0.28","153","3.74","","","","","",""
"801","64.843237","-163.711128","50","2022-07-07T10:17:27.701+0900","0.48","171","3.57","","","","","",""
"802","64.843158","-163.711054","51","2022-07-07T10:17:37.320+0900","0.80","153","4.52","","","","","",""
"803","64.843111","-163.711013","50","2022-07-07T10:17:46.466+0900","0.77","174","4.10","","","","","",""
"804","64.843040","-163.710948","48","2022-07-07T10:17:57.462+0900","0.62","180","4.35","","","","","",""
"805","64.842960","-163.710896","47","2022-07-07T10:18:07.000+0900","0.80","155","4.45","","","","","",""
"806","64.842952","-163.710769","47","2022-07-07T10:18:17.000+0900","0.87","80","4.28","","","","","",""
"807","64.842951","-163.710625","46","2022-07-07T10:18:27.702+0900","0.80","96","4.22","","","","","",""
"808","64.842949","-163.710468","45","2022-07-07T10:18:38.702+0900","0.53","90","3.73","","","","","",""
"809","64.842923","-163.710324","47","2022-07-07T10:18:48.000+0900","0.83","79","3.84","","","","","",""
"810","64.842934","-163.710234","47","2022-07-07T10:18:58.000+0900","0.61","85","4.16","","","","","",""
"811","64.842966","-163.710192","47","2022-07-07T10:19:07.245+0900","0.58","16","4.16","","","","","",""
"812","64.843045","-163.710143","49","2022-07-07T10:19:17.623+0900","0.69","12","4.59","","","","","",""
"813","64.843115","-163.710226","49","2022-07-07T10:19:27.242+0900","0.71","351","3.78","","","","","",""
"814","64.843169","-163.710235","49","2022-07-07T10:19:36.427+0900","0.67","7","4.67","","","","","",""
"815","64.843244","-163.710253","50","2022-07-07T10:19:46.000+0900","0.74","354","4.57","","","","","",""
"816","64.843311","-163.710300","49","2022-07-07T10:19:56.664+0900","0.70","337","4.02","","","","","",""
"817","64.843367","-163.710354","48","2022-07-07T10:20:07.379+0900","0.52","323","4.22","","","","","",""
"818","64.843398","-163.710395","50","2022-07-07T10:20:17.000+0900","0.26","299","3.89","","","","","",""
"819","64.843461","-163.710431","50","2022-07-07T10:20:26.187+0900","0.95","331","4.24","","","","","",""
"820","64.843539","-163.710458","48","2022-07-07T10:20:35.663+0900","0.64","344","4.74","","","","","",""
"821","64.843596","-163.710438","48","2022-07-07T10:20:44.667+0900","0.33","16","4.44","","","","","",""
"822","64.843666","-163.710468","49","2022-07-07T10:20:55.723+0900","0.69","350","4.46","","","","","",""
"823","64.843731","-163.710492","50","2022-07-07T10:21:05.326+0900","0.64","343","3.82","","","","","",""
"824","64.843788","-163.710499","50","2022-07-07T10:21:15.183+0900","0.61","355","4.41","","","","","",""
"825","64.843847","-163.710532","49","2022-07-07T10:21:24.700+0900","0.76","354","4.22","","","","","",""
"826","64.843906","-163.710582","48","2022-07-07T10:21:34.000+0900","0.73","346","4.43","","","","","",""
"827","64.843937","-163.710596","49","2022-07-07T10:21:44.680+0900","0.43","358","4.40","","","","","",""
"828","64.843921","-163.710562","48","2022-07-07T10:21:54.000+0900","0.01","359","3.76","","","","","",""
"829","64.843923","-163.710554","48","2022-07-07T10:22:19.000+0900","0.06","360","3.69","","","","","",""
