Model:	LI-7810
SN:	TG10-01205
Software Version:	2.0.25
Timestamp:	2022-07-01 10:25:20
Timezone:	US/Alaska
DATAH	SECONDS	NANOSECONDS	NDX	DIAG	DATE	TIME	H2O	CO2	CH4	CAVITY_P	CAVITY_T	LASER_PHASE_P	LASER_T	RESIDUAL	RING_DOWN_TIME	THERMAL_ENCLOSURE_T	PHASE_ERROR	LASER_T_SHIFT	INPUT_VOLTAGE	CHK
DATAU	secs	nsecs	index	diag	date	time	ppm	ppm	ppb	kPa	¡ÆC	kPa	¡ÆC		¥ìsecs	¡ÆC	counts	¡ÆC	V	CHK
DATA	1656886472	34782886	11	256	2022-07-03	14:14:32	nan	nan	nan	101.295	20.8838	101.835	24.3412	0	0	20.8081	-4000	0	24.1374	162
DATA	1656886473	34739017	15	256	2022-07-03	14:14:33	nan	nan	nan	101.449	20.8838	101.988	27.3385	0	0	20.8083	-16000	0	24.1068	231
DATA	1656886474	34704923	19	256	2022-07-03	14:14:34	nan	nan	nan	101.449	20.8838	101.987	35.3524	0	0	20.8088	-16000	0	24.1111	222
DATA	1656886475	34663915	23	256	2022-07-03	14:14:35	nan	nan	nan	101.449	20.8838	101.988	38.978	0	0	20.809	-16000	0	24.1174	144
DATA	1656886476	34624099	27	256	2022-07-03	14:14:36	nan	nan	nan	101.45	20.8838	101.988	39.3032	0	0	20.8096	-16000	0	24.1178	185
DATA	1656886477	34573078	31	256	2022-07-03	14:14:37	nan	nan	nan	101.449	20.8838	101.989	39.4296	0	0	20.8097	-16000	0	24.1189	255
DATA	1656886478	34533977	35	256	2022-07-03	14:14:38	nan	nan	nan	101.449	20.8838	101.989	39.4902	0	0	20.8103	-16000	0	24.1189	247
DATA	1656886479	34533977	39	256	2022-07-03	14:14:39	nan	nan	nan	101.45	20.8838	101.988	39.5253	0	0	20.8103	-16000	0	24.1189	196
DATA	1656886480	34533977	43	256	2022-07-03	14:14:40	nan	nan	nan	101.449	20.8838	101.989	39.5494	0	0	20.8108	-16000	0	24.1197	243
DATA	1656886481	34533977	47	256	2022-07-03	14:14:41	nan	nan	nan	101.45	20.8838	101.988	39.5656	0	0	20.811	-16000	0	24.1197	137
DATA	1656886482	34533977	51	256	2022-07-03	14:14:42	nan	nan	nan	101.451	20.8841	101.989	39.5766	0	0	20.8113	-16000	0	24.1197	231
DATA	1656886483	34533977	55	256	2022-07-03	14:14:43	nan	nan	nan	101.451	20.8845	101.988	39.5849	0	0	20.8117	-16000	0	24.1201	232
DATA	1656886484	34533977	59	256	2022-07-03	14:14:44	nan	nan	nan	101.451	20.8845	101.988	39.5909	0	0	20.8117	-16000	0	24.1201	235
DATA	1656886485	34533977	63	256	2022-07-03	14:14:45	nan	nan	nan	101.451	20.8845	101.988	39.5951	0	0	20.8121	-16000	0	24.1201	224
DATA	1656886486	34219980	67	256	2022-07-03	14:14:46	nan	nan	nan	101.451	20.8845	101.989	39.5982	0	0	20.8124	-16000	0	24.1201	233
DATA	1656886487	34219980	71	256	2022-07-03	14:14:47	nan	nan	nan	101.451	20.8845	101.989	39.5994	0	0	20.8124	-16000	0	24.1205	237
DATA	1656886488	34219980	75	256	2022-07-03	14:14:48	nan	nan	nan	101.451	20.8845	101.989	39.6011	0	0	20.8126	-16000	0	24.1201	222
DATA	1656886489	34219980	79	256	2022-07-03	14:14:49	nan	nan	nan	101.452	20.8845	101.989	39.6025	0	0	20.8131	-16000	0	24.1205	234
DATA	1656886490	34219980	83	256	2022-07-03	14:14:50	nan	nan	nan	101.452	20.8845	101.989	39.6032	0	0	20.8131	-16000	0	24.0464	217
DATA	1656886491	34219980	87	256	2022-07-03	14:14:51	nan	nan	nan	101.451	20.8854	101.989	39.6042	0	0	20.8135	-16000	0	23.8804	232
DATA	1656886492	784219980	94	256	2022-07-03	14:14:52	nan	nan	nan	101.453	20.8975	101.989	39.605	0	0	20.8215	-16000	0	23.8803	247
DATA	1656886493	533902883	97	256	2022-07-03	14:14:53	nan	nan	nan	101.452	20.9068	101.99	39.6057	0	0	20.8293	-16000	0	23.8808	248
DATA	1656886494	783902883	102	256	2022-07-03	14:14:54	nan	nan	nan	101.453	20.9272	101.991	39.6065	0	0	20.8488	-16000	0	23.8792	 90
DATA	1656886495	283902883	104	256	2022-07-03	14:14:55	nan	nan	nan	101.454	20.9329	101.988	39.6065	0	0	20.8538	-16000	0	23.88	245
DATA	1656886496	533902883	109	256	2022-07-03	14:14:56	nan	nan	nan	101.455	20.9572	101.989	39.6065	0	0	20.8752	-16000	0	23.8808	 98
DATA	1656886497	283902883	112	256	2022-07-03	14:14:57	nan	nan	nan	101.454	20.9676	101.99	39.6068	0	0	20.8854	-16000	0	23.8803	 45
DATA	1656886498	283902883	116	256	2022-07-03	14:14:58	nan	nan	nan	101.453	20.9848	101.989	39.6073	0	0	20.9005	-16000	0	23.8812	 92
DATA	1656886499	283902883	120	256	2022-07-03	14:14:59	nan	nan	nan	101.453	21.0059	101.989	39.6073	0	0	20.9189	-16000	0	23.8812	 88
DATA	1656886500	533902883	125	256	2022-07-03	14:15:00	nan	nan	nan	101.455	21.0412	101.989	39.6081	0	0	20.9493	-16000	0	23.8808	 58
DATA	1656886501	533580064	129	256	2022-07-03	14:15:01	nan	nan	nan	101.454	21.0559	101.988	39.6081	0	0	20.9623	-16000	0	23.8808	 62
DATA	1656886502	783580064	134	256	2022-07-03	14:15:02	nan	nan	nan	101.453	21.0945	101.991	39.6088	0	0	20.9956	-16000	0	23.8808	 75
DATA	1656886503	33580064	135	256	2022-07-03	14:15:03	nan	nan	nan	101.453	21.0988	101.992	39.6088	0	0	20.9992	-16000	0	23.8792	 28
DATA	1656886505	783580064	146	256	2022-07-03	14:15:05	nan	nan	nan	101.454	21.1582	101.991	39.6088	0	0	21.0483	-16000	0	23.8813	 66
DATA	1656886507	33580064	151	256	2022-07-03	14:15:07	nan	nan	nan	101.455	21.1954	101.991	39.6096	0	0	21.081	-16000	0	23.8808	215
DATA	1656886508	283282041	156	256	2022-07-03	14:15:08	nan	nan	nan	101.453	21.2238	101.989	39.6096	0	0	21.1052	-16000	0	23.8808	 63
DATA	1656886509	783282041	162	256	2022-07-03	14:15:09	nan	nan	nan	101.455	21.2579	101.99	39.6104	0	0	21.1368	-16000	0	23.8808	 21
DATA	1656886510	33282041	163	256	2022-07-03	14:15:10	nan	nan	nan	101.453	21.2685	101.992	39.6104	0	0	21.145	-16000	0	23.8808	192
DATA	1656886511	33282041	167	256	2022-07-03	14:15:11	nan	nan	nan	101.455	21.2821	101.989	39.6104	0	0	21.1581	-16000	0	23.8812	246
DATA	1656886512	783282041	174	256	2022-07-03	14:15:12	nan	nan	nan	101.456	21.3259	101.989	39.6109	0	0	21.1975	-16000	0	23.8813	 70
DATA	1656886513	533282041	177	256	2022-07-03	14:15:13	nan	nan	nan	101.455	21.3429	101.991	39.6111	0	0	21.2132	-16000	0	23.8813	 38
DATA	1656886514	33282041	179	256	2022-07-03	14:15:14	nan	nan	nan	101.455	21.3582	101.99	39.6111	0	0	21.2273	-16000	0	23.88	102
DATA	1656886515	533282041	185	256	2022-07-03	14:15:15	nan	nan	nan	101.455	21.3929	101.989	39.6111	0	0	21.26	-16000	0	23.8816	216
DATA	1656886517	282938003	192	256	2022-07-03	14:15:17	nan	nan	nan	101.455	21.431	101.99	39.6119	0	0	21.2969	-16000	0	23.8818	230
DATA	1656886518	782938003	198	256	2022-07-03	14:15:18	nan	nan	nan	101.454	21.4679	101.989	39.6119	0	0	21.3334	-16000	0	23.8808	 94
DATA	1656886519	32938003	199	256	2022-07-03	14:15:19	nan	nan	nan	101.455	21.4753	101.989	39.6119	0	0	21.3408	-16000	0	23.8808	 33
DATA	1656886521	32938003	207	256	2022-07-03	14:15:21	nan	nan	nan	101.455	21.5117	101.989	39.6127	0	0	21.3764	-16000	0	23.8812	  3
DATA	1656886522	282938003	212	256	2022-07-03	14:15:22	nan	nan	nan	101.455	21.5474	101.987	39.6127	0	0	21.4123	-16000	0	23.8808	 55
DATA	1656886523	32938003	215	256	2022-07-03	14:15:23	nan	nan	nan	101.455	21.5592	101.99	39.6134	0	0	21.4244	-16000	0	23.8813	206
DATA	1656886524	32618045	219	256	2022-07-03	14:15:24	nan	nan	nan	101.455	21.5783	101.988	39.6134	0	0	21.4444	-16000	0	23.882	222
DATA	1656886525	532618045	225	256	2022-07-03	14:15:25	nan	nan	nan	101.455	21.6159	101.988	39.6134	0	0	21.4841	-16000	0	23.8816	 70
DATA	1656886527	32618045	231	256	2022-07-03	14:15:27	nan	nan	nan	101.455	21.648	101.99	39.6142	0	0	21.5188	-16000	0	23.8816	172
DATA	1656886529	282618045	240	256	2022-07-03	14:15:29	nan	nan	nan	101.455	21.6985	101.989	39.615	0	0	21.5714	-16000	0	23.8808	 36
DATA	1656886530	282618045	244	256	2022-07-03	14:15:30	nan	nan	nan	101.455	21.7103	101.988	39.615	0	0	21.585	-16000	0	23.8816	214
DATA	1656886531	32305955	247	256	2022-07-03	14:15:31	nan	nan	nan	101.455	21.7283	101.988	39.615	0	0	21.6048	-16000	0	23.8813	221
DATA	1656886533	32305955	255	256	2022-07-03	14:15:33	nan	nan	nan	101.455	21.7673	101.987	39.6158	0	0	21.6478	-16000	0	23.8816	 36
DATA	1656886534	532305955	261	256	2022-07-03	14:15:34	nan	nan	nan	101.454	21.8031	101.987	39.6158	0	0	21.6886	-16000	0	23.8816	 79
DATA	1656886536	532305955	269	256	2022-07-03	14:15:36	nan	nan	nan	101.454	21.8386	101.987	39.6165	0	0	21.7288	-16000	0	23.882	 46
DATA	1656886537	782305955	274	256	2022-07-03	14:15:37	nan	nan	nan	101.455	21.8689	101.987	39.6165	0	0	21.7633	-16000	0	23.8808	106
DATA	1656886538	281980037	276	256	2022-07-03	14:15:38	nan	nan	nan	101.455	21.8777	101.987	39.6169	0	0	21.7728	-16000	0	23.8816	110
DATA	1656886540	781980037	286	256	2022-07-03	14:15:40	nan	nan	nan	101.454	21.9269	101.987	39.6173	0	0	21.8298	-16000	0	23.8816	 96
DATA	1656886542	531980037	293	256	2022-07-03	14:15:42	nan	nan	nan	101.455	21.9584	101.986	39.6181	0	0	21.8682	-16000	0	23.8818	 89
DATA	1656886543	31980037	295	256	2022-07-03	14:15:43	nan	nan	nan	101.454	21.9708	101.985	39.6181	0	0	21.8819	-16000	0	23.8816	 36
DATA	1656886544	781980037	302	256	2022-07-03	14:15:44	nan	nan	nan	101.454	22.0017	101.986	39.6188	0	0	21.9191	-16000	0	23.8813	 71
DATA	1656886545	781672954	306	256	2022-07-03	14:15:45	nan	nan	nan	101.454	22.0184	101.986	39.6188	0	0	21.9382	-16000	0	23.882	 40
DATA	1656886546	531672954	309	256	2022-07-03	14:15:46	nan	nan	nan	101.454	22.0347	101.985	39.6188	0	0	21.957	-16000	0	23.8818	 44
DATA	1656886547	781672954	314	256	2022-07-03	14:15:47	nan	nan	nan	101.453	22.0649	101.986	39.6196	0	0	21.9926	-16000	0	23.8808	105
DATA	1656886548	781672954	318	256	2022-07-03	14:15:48	nan	nan	nan	101.454	22.0754	101.985	39.6196	0	0	22.006	-16000	0	23.8816	 40
DATA	1656886550	31672954	323	256	2022-07-03	14:15:50	nan	nan	nan	101.453	22.1056	101.986	39.6196	0	0	22.0432	-16000	0	23.8808	 10
DATA	1656886553	31672954	335	256	2022-07-03	14:15:53	nan	nan	nan	101.453	22.1556	101.984	39.6208	0	0	22.1037	-16000	0	23.882	220
DATA	1656886554	31326055	339	256	2022-07-03	14:15:54	nan	nan	nan	101.454	22.1743	101.985	39.6212	0	0	22.1265	-16000	0	23.8816	  9
DATA	1656886556	31326055	347	256	2022-07-03	14:15:56	nan	nan	nan	101.453	22.2111	101.984	39.6215	0	0	22.1699	-16000	0	23.882	217
DATA	1656886557	31326055	351	256	2022-07-03	14:15:57	nan	nan	nan	101.453	22.2295	101.984	39.6219	0	0	22.1932	-16000	0	23.882	221
DATA	1656886559	31326055	359	256	2022-07-03	14:15:59	nan	nan	nan	101.453	22.2666	101.983	39.6227	0	0	22.2393	-16000	0	23.882	235
DATA	1656886561	281064987	368	256	2022-07-03	14:16:01	nan	nan	nan	101.453	22.3136	101.982	39.6235	0	0	22.2982	-16000	0	23.8808	 77
DATA	1656886567	281064987	392	256	2022-07-03	14:16:07	nan	nan	nan	101.452	22.4166	101.982	39.624	0	0	22.4256	-16000	0	23.8816	 32
DATA	1656886568	31064987	395	256	2022-07-03	14:16:08	nan	nan	nan	101.452	22.432	101.982	39.6242	0	0	22.445	-16000	0	23.8813	177
DATA	1656886569	530678987	401	256	2022-07-03	14:16:09	nan	nan	nan	101.451	22.4621	101.981	39.6246	0	0	22.4824	-16000	0	23.8816	 84
DATA	1656886570	530678987	405	256	2022-07-03	14:16:10	nan	nan	nan	101.452	22.4754	101.982	39.625	0	0	22.4991	-16000	0	23.882	236
DATA	1656886571	30678987	407	256	2022-07-03	14:16:11	nan	nan	nan	101.451	22.4876	101.982	39.625	0	0	22.5141	-16000	0	23.8816	232
DATA	1656886573	30678987	415	256	2022-07-03	14:16:13	nan	nan	nan	101.45	22.519	101.981	39.6258	0	0	22.5539	-16000	0	23.882	141
DATA	1656886574	280678987	420	256	2022-07-03	14:16:14	nan	nan	nan	101.453	22.5476	101.979	39.6258	0	0	22.5901	-16000	0	23.8808	 98
DATA	1656886575	30678987	423	256	2022-07-03	14:16:15	nan	nan	nan	101.45	22.5578	101.981	39.626	0	0	22.6029	-16000	0	23.8818	197
DATA	1656886577	280350923	432	256	2022-07-03	14:16:17	nan	nan	nan	101.451	22.602	101.981	39.6266	0	0	22.6577	-16000	0	23.8808	 22
DATA	1656886578	30350923	435	256	2022-07-03	14:16:18	nan	nan	nan	101.451	22.612	101.98	39.6273	0	0	22.6705	-16000	0	23.8824	169
DATA	1656886579	280350923	440	256	2022-07-03	14:16:19	nan	nan	nan	101.45	22.6375	101.979	39.6273	0	0	22.703	-16000	0	23.8808	235
DATA	1656886580	280350923	444	256	2022-07-03	14:16:20	nan	nan	nan	101.45	22.6481	101.98	39.6279	0	0	22.7158	-16000	0	23.8816	229
DATA	1656886581	530350923	449	256	2022-07-03	14:16:21	nan	nan	nan	101.448	22.6765	101.977	39.6281	0	0	22.7524	-16000	0	23.8808	 83
DATA	1656886584	30096054	459	256	2022-07-03	14:16:24	nan	nan	nan	101.45	22.719	101.979	39.6289	0	0	22.8063	-16000	0	23.8816	193
DATA	1656886585	30096054	463	256	2022-07-03	14:16:25	nan	nan	nan	101.449	22.7331	101.979	39.6292	0	0	22.8231	-16000	0	23.8816	 26
DATA	1656886586	780096054	470	256	2022-07-03	14:16:26	nan	nan	nan	101.449	22.767	101.978	39.6296	0	0	22.8654	-16000	0	23.8813	 53
DATA	1656886588	280096054	476	256	2022-07-03	14:16:28	nan	nan	nan	101.449	22.7944	101.978	39.6304	0	0	22.8997	-16000	0	23.8816	113
DATA	1656886589	780096054	482	256	2022-07-03	14:16:29	nan	nan	nan	101.45	22.8212	101.978	39.6312	0	0	22.9341	-16000	0	23.8816	 33
DATA	1656886590	30096054	483	256	2022-07-03	14:16:30	nan	nan	nan	101.45	22.8282	101.977	39.6312	0	0	22.9434	-16000	0	23.8808	224
DATA	1656886591	779701948	490	256	2022-07-03	14:16:31	nan	nan	nan	101.449	22.8539	101.978	39.6312	0	0	22.9761	-16000	0	23.8818	107
DATA	1656886592	529701948	493	256	2022-07-03	14:16:32	nan	nan	nan	101.449	22.8675	101.977	39.632	0	0	22.9932	-16000	0	23.8818	 56
DATA	1656886593	529701948	497	256	2022-07-03	14:16:33	nan	nan	nan	101.45	22.883	101.977	39.632	0	0	23.0123	-16000	0	23.882	136
DATA	1656886595	279701948	504	256	2022-07-03	14:16:35	nan	nan	nan	101.449	22.9161	101.977	39.6327	0	0	23.0537	-16000	0	23.8818	 96
DATA	1656886598	529495954	517	256	2022-07-03	14:16:38	nan	nan	nan	101.446	22.9768	101.977	39.6343	0	0	23.1299	-16000	0	23.8824	122
DATA	1656886602	29495954	531	256	2022-07-03	14:16:42	nan	nan	nan	101.448	23.0371	101.974	39.635	0	0	23.2054	-16000	0	23.8816	224
DATA	1656886603	779495954	538	256	2022-07-03	14:16:43	nan	nan	nan	101.448	23.066	101.974	39.6358	0	0	23.242	-16000	0	23.8818	253
DATA	1656886604	29495954	539	256	2022-07-03	14:16:44	nan	nan	nan	101.448	23.0738	101.974	39.6358	0	0	23.2517	-16000	0	23.8808	 48
DATA	1656886605	29495954	543	256	2022-07-03	14:16:45	nan	nan	nan	101.447	23.0849	101.974	39.6362	0	0	23.2659	-16000	0	23.882	251
DATA	1656886607	29073953	551	256	2022-07-03	14:16:47	nan	nan	nan	101.447	23.1202	101.975	39.6368	0	0	23.3099	-16000	0	23.882	235
DATA	1656886608	29073953	555	256	2022-07-03	14:16:48	nan	nan	nan	101.447	23.1377	101.973	39.6373	0	0	23.3321	-16000	0	23.882	236
DATA	1656886609	779073953	562	256	2022-07-03	14:16:49	nan	nan	nan	101.446	23.1705	101.973	39.6381	0	0	23.3733	-16000	0	23.8818	 95
DATA	1656886610	529073953	565	256	2022-07-03	14:16:50	nan	nan	nan	101.446	23.1844	101.973	39.6381	0	0	23.3899	-16000	0	23.8818	 92
DATA	1656886611	29073953	567	256	2022-07-03	14:16:51	nan	nan	nan	101.447	23.1953	101.972	39.6385	0	0	23.4037	-16000	0	23.8816	 31
DATA	1656886613	278789997	576	256	2022-07-03	14:16:53	nan	nan	nan	101.446	23.2365	101.973	39.6397	0	0	23.4554	-16000	0	23.8808	117
DATA	1656886618	278789997	596	256	2022-07-03	14:16:58	nan	nan	nan	101.445	23.3181	101.97	39.6412	0	0	23.5566	-16000	0	23.8816	 65
DATA	1656886619	28789997	599	256	2022-07-03	14:16:59	nan	nan	nan	101.445	23.3333	101.971	39.6412	0	0	23.5754	-16000	0	23.8813	 59
DATA	1656886621	278429985	608	256	2022-07-03	14:17:01	nan	nan	nan	101.445	23.3788	101.969	39.6427	0	0	23.6325	-16000	0	23.8824	 98
DATA	1656886624	778429985	622	256	2022-07-03	14:17:04	nan	nan	nan	101.443	23.4358	101.969	39.6435	0	0	23.7038	-16000	0	23.8824	 98
DATA	1656886626	528429985	629	256	2022-07-03	14:17:06	nan	nan	nan	101.444	23.4656	101.969	39.6443	0	0	23.7396	-16000	0	23.8824	110
DATA	1656886628	528135061	637	256	2022-07-03	14:17:08	nan	nan	nan	101.445	23.4984	101.968	39.6451	0	0	23.7803	-16000	0	23.882	 36
DATA	1656886629	528135061	641	256	2022-07-03	14:17:09	nan	nan	nan	101.444	23.5161	101.968	39.6456	0	0	23.8028	-16000	0	23.882	 25
DATA	1656886635	777996063	666	256	2022-07-03	14:17:15	nan	nan	nan	101.445	23.6332	101.968	39.6481	0	0	23.9466	-16000	0	23.8808	110
DATA	1656886636	777996063	670	256	2022-07-03	14:17:16	nan	nan	nan	101.444	23.6441	101.967	39.6481	0	0	23.9589	-16000	0	23.8816	111
DATA	1656886638	777996063	678	256	2022-07-03	14:17:18	nan	nan	nan	101.442	23.6788	101.966	39.6487	0	0	24.0023	-16000	0	23.882	 62
DATA	1656886639	27996063	679	256	2022-07-03	14:17:19	nan	nan	nan	101.443	23.6897	101.968	39.6489	0	0	24.0159	-16000	0	23.8808	 75
DATA	1656886641	527996063	689	256	2022-07-03	14:17:21	nan	nan	nan	101.441	23.7313	101.966	39.6497	0	0	24.0662	-16000	0	23.8824	 91
DATA	1656886643	27996063	695	256	2022-07-03	14:17:23	nan	nan	nan	101.441	23.7578	101.966	39.6504	0	0	24.0991	-16000	0	23.8816	 47
DATA	1656886644	27420997	699	256	2022-07-03	14:17:24	nan	nan	nan	101.441	23.7713	101.966	39.6506	0	0	24.1154	-16000	0	23.882	239
DATA	1656886648	527420997	717	256	2022-07-03	14:17:28	nan	nan	nan	101.441	23.855	101.964	39.6528	0	0	24.2168	-16000	0	23.8824	 47
DATA	1656886649	527420997	721	256	2022-07-03	14:17:29	nan	nan	nan	101.441	23.8682	101.963	39.6531	0	0	24.2331	-16000	0	23.882	 31
DATA	1656886654	27129888	739	256	2022-07-03	14:17:34	nan	nan	nan	101.44	23.9528	101.962	39.6551	0	0	24.3361	-16000	0	23.8816	249
DATA	1656886655	277129888	744	256	2022-07-03	14:17:35	nan	nan	nan	101.44	23.9754	101.964	39.6558	0	0	24.3634	-16000	0	23.8824	 58
DATA	1656886656	277129888	748	256	2022-07-03	14:17:36	nan	nan	nan	101.439	23.9879	101.963	39.6562	0	0	24.3774	-16000	0	23.882	 75
DATA	1656886659	526837110	761	256	2022-07-03	14:17:39	nan	nan	nan	101.438	24.0536	101.963	39.6582	0	0	24.4563	-16000	0	23.8824	 89
DATA	1656886660	26837110	763	256	2022-07-03	14:17:40	nan	nan	nan	101.44	24.0594	101.962	39.6582	0	0	24.4634	-16000	0	23.8816	226
DATA	1656886661	26837110	767	256	2022-07-03	14:17:41	nan	nan	nan	101.439	24.0727	101.961	39.6583	0	0	24.4793	-16000	0	23.882	239
DATA	1656886662	776837110	774	256	2022-07-03	14:17:42	nan	nan	nan	101.437	24.1058	101.96	39.6594	0	0	24.5199	-16000	0	23.8818	 48
DATA	1656886663	526837110	777	256	2022-07-03	14:17:43	nan	nan	nan	101.438	24.1198	101.96	39.6597	0	0	24.5367	-16000	0	23.8818	 52
DATA	1656886664	776837110	782	256	2022-07-03	14:17:44	nan	nan	nan	101.438	24.146	101.959	39.6605	0	0	24.5674	-16000	0	23.8808	 47
DATA	1656886665	276837110	784	256	2022-07-03	14:17:45	nan	nan	nan	101.437	24.1518	101.96	39.6605	0	0	24.5745	-16000	0	23.8816	 39
DATA	1656886666	26442050	787	256	2022-07-03	14:17:46	nan	nan	nan	101.438	24.1633	101.96	39.6612	0	0	24.5878	-16000	0	23.8818	246
DATA	1656886669	276442050	800	256	2022-07-03	14:17:49	nan	nan	nan	101.437	24.2267	101.958	39.6628	0	0	24.6641	-16000	0	23.8824	 88
DATA	1656886670	526442050	805	256	2022-07-03	14:17:50	nan	nan	nan	101.438	24.2479	101.959	39.6635	0	0	24.69	-16000	0	23.8808	240
DATA	1656886672	276442050	812	256	2022-07-03	14:17:52	nan	nan	nan	101.437	24.2748	101.958	39.6641	0	0	24.7215	-16000	0	23.8818	 79
DATA	1656886675	26108980	823	256	2022-07-03	14:17:55	nan	nan	nan	101.437	24.3238	101.958	39.6653	0	0	24.7795	-16000	0	23.8824	 51
DATA	1656886676	526108980	829	256	2022-07-03	14:17:56	nan	nan	nan	101.436	24.3528	101.957	39.6662	0	0	24.8141	-16000	0	23.8824	 98
DATA	1656886678	26108980	835	256	2022-07-03	14:17:58	nan	nan	nan	101.436	24.3802	101.958	39.667	0	0	24.846	-16000	0	23.8816	206
DATA	1656886679	276108980	840	256	2022-07-03	14:17:59	nan	nan	nan	101.435	24.4044	101.956	39.6674	0	0	24.8749	-16000	0	23.8824	108
DATA	1656886680	526108980	845	256	2022-07-03	14:18:00	nan	nan	nan	101.437	24.4283	101.956	39.6682	0	0	24.9034	-16000	0	23.8824	 84
DATA	1656886682	25778055	851	256	2022-07-03	14:18:02	nan	nan	nan	101.437	24.4508	101.956	39.6689	0	0	24.9299	-16000	0	23.8824	 57
DATA	1656886683	525778055	857	256	2022-07-03	14:18:03	nan	nan	nan	101.435	24.4777	101.955	39.6697	0	0	24.9612	-16000	0	23.8824	111
DATA	1656886687	775778055	874	256	2022-07-03	14:18:07	nan	nan	nan	101.433	24.5579	101.956	39.672	0	0	25.0561	-16000	0	23.8808	 61
DATA	1656886688	275455951	876	256	2022-07-03	14:18:08	nan	nan	nan	101.435	24.564	101.954	39.672	0	0	25.0629	-16000	0	23.8816	  2
DATA	1656886690	775455951	886	256	2022-07-03	14:18:10	nan	nan	nan	101.433	24.6076	101.953	39.6736	0	0	25.1141	-16000	0	23.8824	 87
DATA	1656886691	775455951	890	256	2022-07-03	14:18:11	nan	nan	nan	101.433	24.621	101.953	39.674	0	0	25.13	-16000	0	23.882	 78
DATA	1656886692	775455951	894	256	2022-07-03	14:18:12	nan	nan	nan	101.433	24.6391	101.954	39.6743	0	0	25.151	-16000	0	23.882	245
DATA	1656886694	275455951	900	256	2022-07-03	14:18:14	nan	nan	nan	101.433	24.6709	101.954	39.6755	0	0	25.1879	-16000	0	23.8816	101
DATA	1656886695	275455951	904	256	2022-07-03	14:18:15	nan	nan	nan	101.433	24.685	101.954	39.6759	0	0	25.2045	-16000	0	23.8824	 45
DATA	1656886696	525127887	909	256	2022-07-03	14:18:16	nan	nan	nan	101.433	24.7158	101.951	39.6766	0	0	25.2397	-16000	0	23.8824	109
DATA	1656886698	775127887	918	256	2022-07-03	14:18:18	nan	nan	nan	101.432	24.7546	101.951	39.6782	0	0	25.2851	-16000	0	23.8808	115
DATA	1656886701	275127887	928	256	2022-07-03	14:18:21	nan	nan	nan	101.432	24.7968	101.952	39.6793	0	0	25.3341	-16000	0	23.8824	 94
DATA	1656886702	525127887	933	256	2022-07-03	14:18:22	nan	nan	nan	101.433	24.8212	101.953	39.6797	0	0	25.3622	-16000	0	23.8824	 81
DATA	1656886706	274811983	948	256	2022-07-03	14:18:26	nan	nan	nan	101.431	24.8851	101.95	39.682	0	0	25.4365	-16000	0	23.8824	249
DATA	1656886707	774811983	954	256	2022-07-03	14:18:27	nan	nan	nan	101.432	24.9136	101.95	39.6828	0	0	25.4699	-16000	0	23.8816	 62
DATA	1656886709	274811983	960	256	2022-07-03	14:18:29	nan	nan	nan	101.431	24.9408	101.95	39.6836	0	0	25.501	-16000	0	23.8824	243
DATA	1656886713	274509906	976	256	2022-07-03	14:18:33	nan	nan	nan	101.431	25.009	101.95	39.6859	0	0	25.5803	-16000	0	23.8824	243
DATA	1656886714	274509906	980	256	2022-07-03	14:18:34	nan	nan	nan	101.431	25.028	101.948	39.6867	0	0	25.6014	-16000	0	23.8824	 34
DATA	1656886715	24509906	983	256	2022-07-03	14:18:35	nan	nan	nan	101.43	25.0423	101.948	39.6869	0	0	25.6174	-16000	0	23.8818	250
DATA	1656886718	24509906	995	256	2022-07-03	14:18:38	nan	nan	nan	101.43	25.0949	101.947	39.6886	0	0	25.6777	-16000	0	23.8824	 20
DATA	1656886724	24127960	1019	256	2022-07-03	14:18:44	nan	nan	nan	101.429	25.2035	101.947	39.6921	0	0	25.8019	-16000	0	23.8824	 71
DATA	1656886725	524127960	1025	256	2022-07-03	14:18:45	nan	nan	nan	101.428	25.2353	101.945	39.6928	0	0	25.8384	-16000	0	23.8824	135
DATA	1656886726	523793935	1029	256	2022-07-03	14:18:46	nan	nan	nan	101.428	25.2492	101.945	39.6936	0	0	25.8537	-16000	0	23.882	102
DATA	1656886729	523793935	1041	256	2022-07-03	14:18:49	nan	nan	nan	101.428	25.304	101.945	39.6953	0	0	25.9169	-16000	0	23.8828	101
DATA	1656886731	773793935	1050	256	2022-07-03	14:18:51	nan	nan	nan	101.428	25.3513	101.946	39.6967	0	0	25.9702	-16000	0	23.8824	142
DATA	1656886733	23793935	1055	256	2022-07-03	14:18:53	nan	nan	nan	101.427	25.373	101.945	39.6974	0	0	25.9944	-16000	0	23.8824	 48
DATA	1656886734	273468971	1060	256	2022-07-03	14:18:54	nan	nan	nan	101.428	25.398	101.943	39.6974	0	0	26.022	-16000	0	23.8824	 37
DATA	1656886735	273468971	1064	256	2022-07-03	14:18:55	nan	nan	nan	101.427	25.4085	101.944	39.6978	0	0	26.0343	-16000	0	23.8824	146
DATA	1656886737	23468971	1071	256	2022-07-03	14:18:57	nan	nan	nan	101.427	25.4424	101.942	39.699	0	0	26.0735	-16000	0	23.8824	 39
DATA	1656886740	23468971	1083	256	2022-07-03	14:19:00	nan	nan	nan	101.427	25.4948	101.943	39.7007	0	0	26.1321	-16000	0	23.8828	 71
